"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",0
"2",2011,"non_critical","MC","Low",0
"3",2011,"critical","MC","Low",0
"4",2012,"non_critical","MC","Low",0
"5",2012,"critical","MC","Low",0
"6",2013,"non_critical","MC","Low",0
"7",2013,"critical","MC","Low",0
"8",2014,"non_critical","MC","Low",0
"9",2014,"critical","MC","Low",0
"10",2015,"non_critical","MC","Low",0
"11",2015,"critical","MC","Low",0
"12",2016,"non_critical","MC","Low",0
"13",2016,"critical","MC","Low",0
"14",2017,"non_critical","MC","Low",0
"15",2017,"critical","MC","Low",0
"16",2010,"non_critical","LOB","Low",94.6533756230177
"17",2011,"non_critical","LOB","Low",99.1552511415525
"18",2011,"critical","LOB","Low",99.1552511415525
"19",2012,"non_critical","LOB","Low",99.5218579234973
"20",2012,"critical","LOB","Low",99.5218579234973
"21",2013,"non_critical","LOB","Low",99.851598173516
"22",2013,"critical","LOB","Low",99.851598173516
"23",2014,"non_critical","LOB","Low",99.4178082191781
"24",2014,"critical","LOB","Low",99.4178082191781
"25",2015,"non_critical","LOB","Low",99.8744292237443
"26",2015,"critical","LOB","Low",99.8744292237443
"27",2016,"non_critical","LOB","Low",99.2714025500911
"28",2016,"critical","LOB","Low",99.2714025500911
"29",2017,"non_critical","LOB","Low",98.6111111111111
"30",2017,"critical","LOB","Low",98.6111111111111
"31",2010,"non_critical","ROB","Low",94.5174444947893
"32",2011,"non_critical","ROB","Low",99.1324200913242
"33",2011,"critical","ROB","Low",99.1324200913242
"34",2012,"non_critical","ROB","Low",99.4877049180328
"35",2012,"critical","ROB","Low",99.4877049180328
"36",2013,"non_critical","ROB","Low",99.8401826484018
"37",2013,"critical","ROB","Low",99.8401826484018
"38",2014,"non_critical","ROB","Low",99.3835616438356
"39",2014,"critical","ROB","Low",99.3835616438356
"40",2015,"non_critical","ROB","Low",99.8744292237443
"41",2015,"critical","ROB","Low",99.8744292237443
"42",2016,"non_critical","ROB","Low",99.2600182149363
"43",2016,"critical","ROB","Low",99.2600182149363
"44",2017,"non_critical","ROB","Low",98.5958485958486
"45",2017,"critical","ROB","Low",98.5958485958486
"46",2010,"non_critical","MC","Medium",0
"47",2011,"non_critical","MC","Medium",0
"48",2011,"critical","MC","Medium",0
"49",2012,"non_critical","MC","Medium",0
"50",2012,"critical","MC","Medium",0
"51",2013,"non_critical","MC","Medium",0
"52",2013,"critical","MC","Medium",0
"53",2014,"non_critical","MC","Medium",0
"54",2014,"critical","MC","Medium",0
"55",2015,"non_critical","MC","Medium",0
