"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",92.9768917082012
"2",2011,"non_critical","MC","Low",98.2876712328767
"3",2011,"critical","MC","Low",98.2876712328767
"4",2012,"non_critical","MC","Low",98.7591074681239
"5",2012,"critical","MC","Low",98.7591074681239
"6",2013,"non_critical","MC","Low",99.4977168949772
"7",2013,"critical","MC","Low",99.4977168949772
"8",2014,"non_critical","MC","Low",98.9611872146119
"9",2014,"critical","MC","Low",98.9611872146119
"10",2015,"non_critical","MC","Low",99.5091324200913
"11",2015,"critical","MC","Low",99.5091324200913
"12",2016,"non_critical","MC","Low",98.816029143898
"13",2016,"critical","MC","Low",98.816029143898
"14",2017,"non_critical","MC","Low",97.8174603174603
"15",2017,"critical","MC","Low",97.8174603174603
"16",2010,"non_critical","LOB","Low",83.8695061169008
"17",2011,"non_critical","LOB","Low",93.2648401826484
"18",2011,"critical","LOB","Low",93.2648401826484
"19",2012,"non_critical","LOB","Low",96.9945355191257
"20",2012,"critical","LOB","Low",96.9945355191257
"21",2013,"non_critical","LOB","Low",98.4018264840183
"22",2013,"critical","LOB","Low",98.4018264840183
"23",2014,"non_critical","LOB","Low",98.0251141552511
"24",2014,"critical","LOB","Low",98.0251141552511
"25",2015,"non_critical","LOB","Low",98.37899543379
"26",2015,"critical","LOB","Low",98.37899543379
"27",2016,"non_critical","LOB","Low",97.4385245901639
"28",2016,"critical","LOB","Low",97.4385245901639
"29",2017,"non_critical","LOB","Low",95.497557997558
"30",2017,"critical","LOB","Low",95.497557997558
"31",2010,"non_critical","ROB","Low",86.7693701857725
"32",2011,"non_critical","ROB","Low",96.324200913242
"33",2011,"critical","ROB","Low",96.324200913242
"34",2012,"non_critical","ROB","Low",97.893897996357
"35",2012,"critical","ROB","Low",97.893897996357
"36",2013,"non_critical","ROB","Low",98.8926940639269
"37",2013,"critical","ROB","Low",98.8926940639269
"38",2014,"non_critical","ROB","Low",98.3447488584475
"39",2014,"critical","ROB","Low",98.3447488584475
"40",2015,"non_critical","ROB","Low",98.7899543378995
"41",2015,"critical","ROB","Low",98.7899543378995
