"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",98.0969642048029
"2",2011,"non_critical","MC","Low",99.3264840182648
"3",2011,"critical","MC","Low",99.3264840182648
"4",2012,"non_critical","MC","Low",99.6926229508197
"5",2012,"critical","MC","Low",99.6926229508197
"6",2013,"non_critical","MC","Low",99.8972602739726
"7",2013,"critical","MC","Low",99.8972602739726
"8",2014,"non_critical","MC","Low",99.5547945205479
"9",2014,"critical","MC","Low",99.5547945205479
"10",2015,"non_critical","MC","Low",99.9429223744292
"11",2015,"critical","MC","Low",99.9429223744292
"12",2016,"non_critical","MC","Low",99.4990892531876
"13",2016,"critical","MC","Low",99.4990892531876
"14",2017,"non_critical","MC","Low",99.3589743589744
"15",2017,"critical","MC","Low",99.3589743589744
"16",2010,"non_critical","LOB","Low",0
"17",2011,"non_critical","LOB","Low",0.0228310502283105
"18",2011,"critical","LOB","Low",0.0228310502283105
"19",2012,"non_critical","LOB","Low",0
"20",2012,"critical","LOB","Low",0
"21",2013,"non_critical","LOB","Low",0
"22",2013,"critical","LOB","Low",0
"23",2014,"non_critical","LOB","Low",0.0570776255707763
"24",2014,"critical","LOB","Low",0.0570776255707763
"25",2015,"non_critical","LOB","Low",0.091324200913242
"26",2015,"critical","LOB","Low",0.091324200913242
"27",2016,"non_critical","LOB","Low",0
"28",2016,"critical","LOB","Low",0
"29",2017,"non_critical","LOB","Low",0
"30",2017,"critical","LOB","Low",0
"31",2010,"non_critical","ROB","Low",100
"32",2011,"non_critical","ROB","Low",99.9885844748858
"33",2011,"critical","ROB","Low",99.9885844748858
"34",2012,"non_critical","ROB","Low",100
"35",2012,"critical","ROB","Low",100
"36",2013,"non_critical","ROB","Low",100
"37",2013,"critical","ROB","Low",100
"38",2014,"non_critical","ROB","Low",100
"39",2014,"critical","ROB","Low",100
"40",2015,"non_critical","ROB","Low",100
"41",2015,"critical","ROB","Low",100
"42",2016,"non_critical","ROB","Low",100
"43",2016,"critical","ROB","Low",100
"44",2017,"non_critical","ROB","Low",100
"45",2017,"critical","ROB","Low",100
"46",2010,"non_critical","MC","Medium",91.9347530584504
"47",2011,"non_critical","MC","Medium",97.8881278538813
"48",2011,"critical","MC","Medium",97.8881278538813
