"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",0
"2",2011,"non_critical","MC","Low",0.0342465753424658
"3",2011,"critical","MC","Low",0.0342465753424658
"4",2012,"non_critical","MC","Low",0.0910746812386157
"5",2012,"critical","MC","Low",0.0910746812386157
"6",2013,"non_critical","MC","Low",0
"7",2013,"critical","MC","Low",0
"8",2014,"non_critical","MC","Low",0.228310502283105
"9",2014,"critical","MC","Low",0.228310502283105
"10",2015,"non_critical","MC","Low",0.296803652968037
"11",2015,"critical","MC","Low",0.296803652968037
"12",2016,"non_critical","MC","Low",0
"13",2016,"critical","MC","Low",0
"14",2017,"non_critical","MC","Low",0
"15",2017,"critical","MC","Low",0
"16",2010,"non_critical","LOB","Low",91.436338921613
"17",2011,"non_critical","LOB","Low",97.8310502283105
"18",2011,"critical","LOB","Low",97.8310502283105
"19",2012,"non_critical","LOB","Low",98.3834244080146
"20",2012,"critical","LOB","Low",98.3834244080146
"21",2013,"non_critical","LOB","Low",99.2465753424657
"22",2013,"critical","LOB","Low",99.2465753424657
"23",2014,"non_critical","LOB","Low",98.7214611872146
"24",2014,"critical","LOB","Low",98.7214611872146
"25",2015,"non_critical","LOB","Low",99.189497716895
"26",2015,"critical","LOB","Low",99.189497716895
"27",2016,"non_critical","LOB","Low",98.5655737704918
"28",2016,"critical","LOB","Low",98.5655737704918
"29",2017,"non_critical","LOB","Low",97.1916971916972
"30",2017,"critical","LOB","Low",97.1916971916972
"31",2010,"non_critical","ROB","Low",98.504757589488
"32",2011,"non_critical","ROB","Low",99.486301369863
"33",2011,"critical","ROB","Low",99.486301369863
"34",2012,"non_critical","ROB","Low",99.738160291439
"35",2012,"critical","ROB","Low",99.738160291439
"36",2013,"non_critical","ROB","Low",99.9315068493151
"37",2013,"critical","ROB","Low",99.9315068493151
"38",2014,"non_critical","ROB","Low",99.634703196347
"39",2014,"critical","ROB","Low",99.634703196347
"40",2015,"non_critical","ROB","Low",99.9885844748858
"41",2015,"critical","ROB","Low",99.9885844748858
"42",2016,"non_critical","ROB","Low",99.6129326047359
"43",2016,"critical","ROB","Low",99.6129326047359
"44",2017,"non_critical","ROB","Low",99.465811965812
"45",2017,"critical","ROB","Low",99.465811965812
"46",2010,"non_critical","MC","Medium",0
"47",2011,"non_critical","MC","Medium",0
"48",2011,"critical","MC","Medium",0
"49",2012,"non_critical","MC","Medium",0
"50",2012,"critical","MC","Medium",0
"51",2013,"non_critical","MC","Medium",0
"52",2013,"critical","MC","Medium",0
"53",2014,"non_critical","MC","Medium",0
"54",2014,"critical","MC","Medium",0
"55",2015,"non_critical","MC","Medium",0
"56",2015,"critical","MC","Medium",0
"57",2016,"non_critical","MC","Medium",0
"58",2016,"critical","MC","Medium",0
"59",2017,"non_critical","MC","Medium",0
"60",2017,"critical","MC","Medium",0
"61",2010,"non_critical","LOB","Medium",86.5428183053919
"62",2011,"non_critical","LOB","Medium",95.810502283105
"63",2011,"critical","LOB","Medium",95.810502283105
"64",2012,"non_critical","LOB","Medium",97.7459016393443
"65",2012,"critical","LOB","Medium",97.7459016393443
"66",2013,"non_critical","LOB","Medium",98.824200913242
"67",2013,"critical","LOB","Medium",98.824200913242
"68",2014,"non_critical","LOB","Medium",98.2876712328767
"69",2014,"critical","LOB","Medium",98.2876712328767
"70",2015,"non_critical","LOB","Medium",98.7328767123288
"71",2015,"critical","LOB","Medium",98.7328767123288
"72",2016,"non_critical","LOB","Medium",98.0532786885246
"73",2016,"critical","LOB","Medium",98.0532786885246
"74",2017,"non_critical","LOB","Medium",96.3217338217338
"75",2017,"critical","LOB","Medium",96.3217338217338
"76",2010,"non_critical","ROB","Medium",92.4331671952877
"77",2011,"non_critical","ROB","Medium",98.1506849315068
"78",2011,"critical","ROB","Medium",98.1506849315068
"79",2012,"non_critical","ROB","Medium",98.5883424408015
"80",2012,"critical","ROB","Medium",98.5883424408015
"81",2013,"non_critical","ROB","Medium",99.3493150684932
"82",2013,"critical","ROB","Medium",99.3493150684932
"83",2014,"non_critical","ROB","Medium",98.8584474885845
"84",2014,"critical","ROB","Medium",98.8584474885845
"85",2015,"non_critical","ROB","Medium",99.3835616438356
"86",2015,"critical","ROB","Medium",99.3835616438356
"87",2016,"non_critical","ROB","Medium",98.7249544626594
"88",2016,"critical","ROB","Medium",98.7249544626594
"89",2017,"non_critical","ROB","Medium",97.6800976800977
"90",2017,"critical","ROB","Medium",97.6800976800977
"91",2010,"non_critical","MC","High",0
"92",2011,"non_critical","MC","High",0
"93",2011,"critical","MC","High",0
"94",2012,"non_critical","MC","High",0
"95",2012,"critical","MC","High",0
"96",2013,"non_critical","MC","High",0
"97",2013,"critical","MC","High",0
"98",2014,"non_critical","MC","High",0
"99",2014,"critical","MC","High",0
"100",2015,"non_critical","MC","High",0
"101",2015,"critical","MC","High",0
