"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",86.3553943789665
"2",2011,"non_critical","MC","Low",96.3698630136986
"3",2011,"critical","MC","Low",96.3698630136986
"4",2012,"non_critical","MC","Low",96.0382513661202
"5",2012,"critical","MC","Low",96.0382513661202
"6",2013,"non_critical","MC","Low",98.1849315068493
"7",2013,"critical","MC","Low",98.1849315068493
"8",2014,"non_critical","MC","Low",97.7853881278539
"9",2014,"critical","MC","Low",97.7853881278539
"10",2015,"non_critical","MC","Low",98.2191780821918
"11",2015,"critical","MC","Low",98.2191780821918
"12",2016,"non_critical","MC","Low",97.2449908925319
"13",2016,"critical","MC","Low",97.2449908925319
"14",2017,"non_critical","MC","Low",86.492673992674
"15",2017,"critical","MC","Low",86.492673992674
"16",2010,"non_critical","LOB","Low",100
"17",2011,"non_critical","LOB","Low",99.9771689497717
"18",2011,"critical","LOB","Low",99.9771689497717
"19",2012,"non_critical","LOB","Low",99.9886156648452
"20",2012,"critical","LOB","Low",99.9886156648452
"21",2013,"non_critical","LOB","Low",100
"22",2013,"critical","LOB","Low",100
"23",2014,"non_critical","LOB","Low",100
"24",2014,"critical","LOB","Low",100
"25",2015,"non_critical","LOB","Low",100
"26",2015,"critical","LOB","Low",100
"27",2016,"non_critical","LOB","Low",100
"28",2016,"critical","LOB","Low",100
"29",2017,"non_critical","LOB","Low",99.9236874236874
"30",2017,"critical","LOB","Low",99.9236874236874
"31",2010,"non_critical","ROB","Low",100
"32",2011,"non_critical","ROB","Low",99.9885844748858
"33",2011,"critical","ROB","Low",99.9885844748858
"34",2012,"non_critical","ROB","Low",100
"35",2012,"critical","ROB","Low",100
"36",2013,"non_critical","ROB","Low",100
"37",2013,"critical","ROB","Low",100
"38",2014,"non_critical","ROB","Low",100
"39",2014,"critical","ROB","Low",100
"40",2015,"non_critical","ROB","Low",100
"41",2015,"critical","ROB","Low",100
"42",2016,"non_critical","ROB","Low",100
"43",2016,"critical","ROB","Low",100
"44",2017,"non_critical","ROB","Low",100
"45",2017,"critical","ROB","Low",100
"46",2010,"non_critical","MC","Medium",0
"47",2011,"non_critical","MC","Medium",0.262557077625571
"48",2011,"critical","MC","Medium",0.262557077625571
"49",2012,"non_critical","MC","Medium",0.52367941712204
"50",2012,"critical","MC","Medium",0.52367941712204
"51",2013,"non_critical","MC","Medium",0.353881278538813
"52",2013,"critical","MC","Medium",0.353881278538813
"53",2014,"non_critical","MC","Medium",1.15296803652968
"54",2014,"critical","MC","Medium",1.15296803652968
"55",2015,"non_critical","MC","Medium",7.54566210045662
"56",2015,"critical","MC","Medium",7.54566210045662
"57",2016,"non_critical","MC","Medium",0.443989071038251
"58",2016,"critical","MC","Medium",0.443989071038251
"59",2017,"non_critical","MC","Medium",1.93833943833944
"60",2017,"critical","MC","Medium",1.93833943833944
"61",2010,"non_critical","LOB","Medium",100
"62",2011,"non_critical","LOB","Medium",99.9429223744292
"63",2011,"critical","LOB","Medium",99.9429223744292
"64",2012,"non_critical","LOB","Medium",99.9886156648452
"65",2012,"critical","LOB","Medium",99.9886156648452
"66",2013,"non_critical","LOB","Medium",100
"67",2013,"critical","LOB","Medium",100
"68",2014,"non_critical","LOB","Medium",99.9543378995434
"69",2014,"critical","LOB","Medium",99.9543378995434
"70",2015,"non_critical","LOB","Medium",100
"71",2015,"critical","LOB","Medium",100
"72",2016,"non_critical","LOB","Medium",99.9886156648452
"73",2016,"critical","LOB","Medium",99.9886156648452
"74",2017,"non_critical","LOB","Medium",99.8778998778999
"75",2017,"critical","LOB","Medium",99.8778998778999
"76",2010,"non_critical","ROB","Medium",100
"77",2011,"non_critical","ROB","Medium",99.9771689497717
"78",2011,"critical","ROB","Medium",99.9771689497717
"79",2012,"non_critical","ROB","Medium",99.9886156648452
