"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",95.2877208880834
"2",2011,"non_critical","MC","Low",99.4178082191781
"3",2011,"critical","MC","Low",99.4178082191781
"4",2012,"non_critical","MC","Low",99.5673952641166
"5",2012,"critical","MC","Low",99.5673952641166
"6",2013,"non_critical","MC","Low",99.8744292237443
"7",2013,"critical","MC","Low",99.8744292237443
"8",2014,"non_critical","MC","Low",99.3493150684932
"9",2014,"critical","MC","Low",99.3493150684932
"10",2015,"non_critical","MC","Low",99.8630136986301
"11",2015,"critical","MC","Low",99.8630136986301
"12",2016,"non_critical","MC","Low",99.2600182149363
"13",2016,"critical","MC","Low",99.2600182149363
"14",2017,"non_critical","MC","Low",98.6874236874237
"15",2017,"critical","MC","Low",98.6874236874237
"16",2010,"non_critical","LOB","Low",95.876755777073
"17",2011,"non_critical","LOB","Low",99.6575342465753
"18",2011,"critical","LOB","Low",99.6575342465753
"19",2012,"non_critical","LOB","Low",99.8292349726776
"20",2012,"critical","LOB","Low",99.8292349726776
"21",2013,"non_critical","LOB","Low",99.9543378995434
"22",2013,"critical","LOB","Low",99.9543378995434
"23",2014,"non_critical","LOB","Low",99.5319634703196
"24",2014,"critical","LOB","Low",99.5319634703196
"25",2015,"non_critical","LOB","Low",99.9771689497717
"26",2015,"critical","LOB","Low",99.9771689497717
"27",2016,"non_critical","LOB","Low",99.5560109289617
"28",2016,"critical","LOB","Low",99.5560109289617
"29",2017,"non_critical","LOB","Low",98.992673992674
"30",2017,"critical","LOB","Low",98.992673992674
"31",2010,"non_critical","ROB","Low",95.0158586316266
"32",2011,"non_critical","ROB","Low",99.2808219178082
"33",2011,"critical","ROB","Low",99.2808219178082
"34",2012,"non_critical","ROB","Low",99.5332422586521
"35",2012,"critical","ROB","Low",99.5332422586521
"36",2013,"non_critical","ROB","Low",99.8744292237443
"37",2013,"critical","ROB","Low",99.8744292237443
"38",2014,"non_critical","ROB","Low",99.3036529680365
"39",2014,"critical","ROB","Low",99.3036529680365
"40",2015,"non_critical","ROB","Low",99.8287671232877
"41",2015,"critical","ROB","Low",99.8287671232877
"42",2016,"non_critical","ROB","Low",99.1347905282332
"43",2016,"critical","ROB","Low",99.1347905282332
"44",2017,"non_critical","ROB","Low",98.5500610500611
"45",2017,"critical","ROB","Low",98.5500610500611
"46",2010,"non_critical","MC","Medium",91.9347530584504
"47",2011,"non_critical","MC","Medium",98.2191780821918
"48",2011,"critical","MC","Medium",98.2191780821918
"49",2012,"non_critical","MC","Medium",98.485883424408
"50",2012,"critical","MC","Medium",98.485883424408
"51",2013,"non_critical","MC","Medium",99.486301369863
"52",2013,"critical","MC","Medium",99.486301369863
"53",2014,"non_critical","MC","Medium",98.6415525114155
"54",2014,"critical","MC","Medium",98.6415525114155
"55",2015,"non_critical","MC","Medium",99.2465753424657
"56",2015,"critical","MC","Medium",99.2465753424657
"57",2016,"non_critical","MC","Medium",98.1329690346084
"58",2016,"critical","MC","Medium",98.1329690346084
"59",2017,"non_critical","MC","Medium",97.4206349206349
"60",2017,"critical","MC","Medium",97.4206349206349
"61",2010,"non_critical","LOB","Medium",95.876755777073
"62",2011,"non_critical","LOB","Medium",99.6575342465753
"63",2011,"critical","LOB","Medium",99.6575342465753
"64",2012,"non_critical","LOB","Medium",99.8292349726776
"65",2012,"critical","LOB","Medium",99.8292349726776
"66",2013,"non_critical","LOB","Medium",99.9543378995434
"67",2013,"critical","LOB","Medium",99.9543378995434
"68",2014,"non_critical","LOB","Medium",99.5319634703196
"69",2014,"critical","LOB","Medium",99.5319634703196
"70",2015,"non_critical","LOB","Medium",99.9771689497717
"71",2015,"critical","LOB","Medium",99.9771689497717
"72",2016,"non_critical","LOB","Medium",99.5560109289617
"73",2016,"critical","LOB","Medium",99.5560109289617
"74",2017,"non_critical","LOB","Medium",98.992673992674
"75",2017,"critical","LOB","Medium",98.992673992674
"76",2010,"non_critical","ROB","Medium",92.0253738106026
"77",2011,"non_critical","ROB","Medium",98.2762557077626
"78",2011,"critical","ROB","Medium",98.2762557077626
"79",2012,"non_critical","ROB","Medium",98.5428051001822
"80",2012,"critical","ROB","Medium",98.5428051001822
"81",2013,"non_critical","ROB","Medium",99.5091324200913
"82",2013,"critical","ROB","Medium",99.5091324200913
"83",2014,"non_critical","ROB","Medium",98.6643835616438
"84",2014,"critical","ROB","Medium",98.6643835616438
"85",2015,"non_critical","ROB","Medium",99.2922374429224
"86",2015,"critical","ROB","Medium",99.2922374429224
"87",2016,"non_critical","ROB","Medium",98.1671220400729
"88",2016,"critical","ROB","Medium",98.1671220400729
"89",2017,"non_critical","ROB","Medium",97.4664224664225
"90",2017,"critical","ROB","Medium",97.4664224664225
"91",2010,"non_critical","MC","High",0
"92",2011,"non_critical","MC","High",0
"93",2011,"critical","MC","High",0
"94",2012,"non_critical","MC","High",0
"95",2012,"critical","MC","High",0
"96",2013,"non_critical","MC","High",0
"97",2013,"critical","MC","High",0
"98",2014,"non_critical","MC","High",0
"99",2014,"critical","MC","High",0
"100",2015,"non_critical","MC","High",0
"101",2015,"critical","MC","High",0
"102",2016,"non_critical","MC","High",0
"103",2016,"critical","MC","High",0
"104",2017,"non_critical","MC","High",0
"105",2017,"critical","MC","High",0
"106",2010,"non_critical","LOB","High",0
"107",2011,"non_critical","LOB","High",0
"108",2011,"critical","LOB","High",0
"109",2012,"non_critical","LOB","High",0
"110",2012,"critical","LOB","High",0
"111",2013,"non_critical","LOB","High",0
"112",2013,"critical","LOB","High",0
"113",2014,"non_critical","LOB","High",0
"114",2014,"critical","LOB","High",0
"115",2015,"non_critical","LOB","High",0
"116",2015,"critical","LOB","High",0
"117",2016,"non_critical","LOB","High",0
"118",2016,"critical","LOB","High",0
"119",2017,"non_critical","LOB","High",0
"120",2017,"critical","LOB","High",0
"121",2010,"non_critical","ROB","High",0
"122",2011,"non_critical","ROB","High",0
"123",2011,"critical","ROB","High",0
"124",2012,"non_critical","ROB","High",0
"125",2012,"critical","ROB","High",0
"126",2013,"non_critical","ROB","High",0
"127",2013,"critical","ROB","High",0
"128",2014,"non_critical","ROB","High",0
"129",2014,"critical","ROB","High",0
"130",2015,"non_critical","ROB","High",0
"131",2015,"critical","ROB","High",0
"132",2016,"non_critical","ROB","High",0
"133",2016,"critical","ROB","High",0
"134",2017,"non_critical","ROB","High",0
"135",2017,"critical","ROB","High",0
"136",2010,"non_critical","MC","Low.Seasonal",95.2877208880834
"137",2011,"non_critical","MC","Low.Seasonal",98.8324175824176
"138",2011,"critical","MC","Low.Seasonal",100
"139",2012,"non_critical","MC","Low.Seasonal",99.33970856102
"140",2012,"critical","MC","Low.Seasonal",99.7950819672131
"141",2013,"non_critical","MC","Low.Seasonal",99.7481684981685
"142",2013,"critical","MC","Low.Seasonal",100
"143",2014,"non_critical","MC","Low.Seasonal",98.6950549450549
"144",2014,"critical","MC","Low.Seasonal",100
"145",2015,"non_critical","MC","Low.Seasonal",99.7481684981685
"146",2015,"critical","MC","Low.Seasonal",99.9772313296903
"147",2016,"non_critical","MC","Low.Seasonal",98.5200364298725
"148",2016,"critical","MC","Low.Seasonal",100
"149",2017,"non_critical","MC","Low.Seasonal",96.0185185185185
"150",2017,"critical","MC","Low.Seasonal",100
"151",2010,"non_critical","LOB","Low.Seasonal",95.876755777073
"152",2011,"non_critical","LOB","Low.Seasonal",99.3131868131868
"153",2011,"critical","LOB","Low.Seasonal",100
"154",2012,"non_critical","LOB","Low.Seasonal",99.7267759562842
"155",2012,"critical","LOB","Low.Seasonal",99.931693989071
"156",2013,"non_critical","LOB","Low.Seasonal",99.9084249084249
"157",2013,"critical","LOB","Low.Seasonal",100
"158",2014,"non_critical","LOB","Low.Seasonal",99.0613553113553
"159",2014,"critical","LOB","Low.Seasonal",100
"160",2015,"non_critical","LOB","Low.Seasonal",99.9542124542125
"161",2015,"critical","LOB","Low.Seasonal",100
"162",2016,"non_critical","LOB","Low.Seasonal",99.1120218579235
"163",2016,"critical","LOB","Low.Seasonal",100
"164",2017,"non_critical","LOB","Low.Seasonal",96.9444444444444
"165",2017,"critical","LOB","Low.Seasonal",100
"166",2010,"non_critical","ROB","Low.Seasonal",95.0158586316266
"167",2011,"non_critical","ROB","Low.Seasonal",98.5576923076923
"168",2011,"critical","ROB","Low.Seasonal",100
"169",2012,"non_critical","ROB","Low.Seasonal",99.2941712204007
"170",2012,"critical","ROB","Low.Seasonal",99.7723132969035
"171",2013,"non_critical","ROB","Low.Seasonal",99.7481684981685
"172",2013,"critical","ROB","Low.Seasonal",100
"173",2014,"non_critical","ROB","Low.Seasonal",98.6034798534799
"174",2014,"critical","ROB","Low.Seasonal",100
"175",2015,"non_critical","ROB","Low.Seasonal",99.6794871794872
"176",2015,"critical","ROB","Low.Seasonal",99.9772313296903
"177",2016,"non_critical","ROB","Low.Seasonal",98.2695810564663
