"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",99.2293744333635
"2",2011,"non_critical","MC","Low",99.7260273972603
"3",2011,"critical","MC","Low",99.7260273972603
"4",2012,"non_critical","MC","Low",99.7836976320583
"5",2012,"critical","MC","Low",99.7836976320583
"6",2013,"non_critical","MC","Low",99.9315068493151
"7",2013,"critical","MC","Low",99.9315068493151
"8",2014,"non_critical","MC","Low",99.7146118721461
"9",2014,"critical","MC","Low",99.7146118721461
"10",2015,"non_critical","MC","Low",99.9543378995434
"11",2015,"critical","MC","Low",99.9543378995434
"12",2016,"non_critical","MC","Low",99.6470856102004
"13",2016,"critical","MC","Low",99.6470856102004
"14",2017,"non_critical","MC","Low",99.5726495726496
"15",2017,"critical","MC","Low",99.5726495726496
"16",2010,"non_critical","LOB","Low",100
"17",2011,"non_critical","LOB","Low",99.9885844748858
"18",2011,"critical","LOB","Low",99.9885844748858
"19",2012,"non_critical","LOB","Low",100
"20",2012,"critical","LOB","Low",100
"21",2013,"non_critical","LOB","Low",100
"22",2013,"critical","LOB","Low",100
"23",2014,"non_critical","LOB","Low",100
"24",2014,"critical","LOB","Low",100
"25",2015,"non_critical","LOB","Low",99.9771689497717
"26",2015,"critical","LOB","Low",99.9771689497717
"27",2016,"non_critical","LOB","Low",99.9658469945355
"28",2016,"critical","LOB","Low",99.9658469945355
"29",2017,"non_critical","LOB","Low",100
"30",2017,"critical","LOB","Low",100
"31",2010,"non_critical","ROB","Low",0
"32",2011,"non_critical","ROB","Low",0
"33",2011,"critical","ROB","Low",0
"34",2012,"non_critical","ROB","Low",0
"35",2012,"critical","ROB","Low",0
"36",2013,"non_critical","ROB","Low",0
"37",2013,"critical","ROB","Low",0
"38",2014,"non_critical","ROB","Low",0
"39",2014,"critical","ROB","Low",0
"40",2015,"non_critical","ROB","Low",0
"41",2015,"critical","ROB","Low",0
"42",2016,"non_critical","ROB","Low",0
"43",2016,"critical","ROB","Low",0
"44",2017,"non_critical","ROB","Low",0
"45",2017,"critical","ROB","Low",0
"46",2010,"non_critical","MC","Medium",98.4134179510426
"47",2011,"non_critical","MC","Medium",99.189497716895
"48",2011,"critical","MC","Medium",99.189497716895
"49",2012,"non_critical","MC","Medium",98.6794171220401
"50",2012,"critical","MC","Medium",98.6794171220401
"51",2013,"non_critical","MC","Medium",99.1095890410959
