"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",99.4109651110104
"2",2011,"non_critical","MC","Low",99.634703196347
"3",2011,"critical","MC","Low",99.634703196347
"4",2012,"non_critical","MC","Low",99.8975409836066
"5",2012,"critical","MC","Low",99.8975409836066
"6",2013,"non_critical","MC","Low",99.9657534246575
"7",2013,"critical","MC","Low",99.9657534246575
"8",2014,"non_critical","MC","Low",99.7602739726027
"9",2014,"critical","MC","Low",99.7602739726027
"10",2015,"non_critical","MC","Low",100
"11",2015,"critical","MC","Low",100
"12",2016,"non_critical","MC","Low",99.7267759562842
"13",2016,"critical","MC","Low",99.7267759562842
"14",2017,"non_critical","MC","Low",99.6184371184371
"15",2017,"critical","MC","Low",99.6184371184371
"16",2010,"non_critical","LOB","Low",97.8251019483462
"17",2011,"non_critical","LOB","Low",99.3150684931507
"18",2011,"critical","LOB","Low",99.3150684931507
"19",2012,"non_critical","LOB","Low",99.66985428051
"20",2012,"critical","LOB","Low",99.66985428051
"21",2013,"non_critical","LOB","Low",99.8972602739726
"22",2013,"critical","LOB","Low",99.8972602739726
"23",2014,"non_critical","LOB","Low",99.5433789954338
"24",2014,"critical","LOB","Low",99.5433789954338
"25",2015,"non_critical","LOB","Low",99.9086757990868
"26",2015,"critical","LOB","Low",99.9086757990868
"27",2016,"non_critical","LOB","Low",99.4877049180328
"28",2016,"critical","LOB","Low",99.4877049180328
"29",2017,"non_critical","LOB","Low",99.3284493284493
"30",2017,"critical","LOB","Low",99.3284493284493
"31",2010,"non_critical","ROB","Low",99.1844132306298
"32",2011,"non_critical","ROB","Low",99.5776255707762
"33",2011,"critical","ROB","Low",99.5776255707762
"34",2012,"non_critical","ROB","Low",99.8520036429873
"35",2012,"critical","ROB","Low",99.8520036429873
"36",2013,"non_critical","ROB","Low",99.9543378995434
"37",2013,"critical","ROB","Low",99.9543378995434
"38",2014,"non_critical","ROB","Low",99.703196347032
"39",2014,"critical","ROB","Low",99.703196347032
"40",2015,"non_critical","ROB","Low",100
"41",2015,"critical","ROB","Low",100
"42",2016,"non_critical","ROB","Low",99.6926229508197
"43",2016,"critical","ROB","Low",99.6926229508197
"44",2017,"non_critical","ROB","Low",99.5726495726496
"45",2017,"critical","ROB","Low",99.5726495726496
"46",2010,"non_critical","MC","Medium",15.4055278658813
"47",2011,"non_critical","MC","Medium",6.36986301369863
"48",2011,"critical","MC","Medium",6.36986301369863
