"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",96.9642048028999
"2",2011,"non_critical","MC","Low",99.2694063926941
"3",2011,"critical","MC","Low",99.2694063926941
"4",2012,"non_critical","MC","Low",99.5901639344262
"5",2012,"critical","MC","Low",99.5901639344262
"6",2013,"non_critical","MC","Low",99.8858447488584
"7",2013,"critical","MC","Low",99.8858447488584
"8",2014,"non_critical","MC","Low",99.4977168949772
"9",2014,"critical","MC","Low",99.4977168949772
"10",2015,"non_critical","MC","Low",99.8858447488584
"11",2015,"critical","MC","Low",99.8858447488584
"12",2016,"non_critical","MC","Low",99.4535519125683
"13",2016,"critical","MC","Low",99.4535519125683
"14",2017,"non_critical","MC","Low",99.1910866910867
"15",2017,"critical","MC","Low",99.1910866910867
"16",2010,"non_critical","LOB","Low",0
"17",2011,"non_critical","LOB","Low",0
"18",2011,"critical","LOB","Low",0
"19",2012,"non_critical","LOB","Low",0
"20",2012,"critical","LOB","Low",0
"21",2013,"non_critical","LOB","Low",0
"22",2013,"critical","LOB","Low",0
"23",2014,"non_critical","LOB","Low",0
"24",2014,"critical","LOB","Low",0
"25",2015,"non_critical","LOB","Low",0.045662100456621
"26",2015,"critical","LOB","Low",0.045662100456621
"27",2016,"non_critical","LOB","Low",0
"28",2016,"critical","LOB","Low",0
"29",2017,"non_critical","LOB","Low",0
"30",2017,"critical","LOB","Low",0
"31",2010,"non_critical","ROB","Low",100
"32",2011,"non_critical","ROB","Low",99.9885844748858
"33",2011,"critical","ROB","Low",99.9885844748858
"34",2012,"non_critical","ROB","Low",100
"35",2012,"critical","ROB","Low",100
"36",2013,"non_critical","ROB","Low",100
"37",2013,"critical","ROB","Low",100
"38",2014,"non_critical","ROB","Low",100
"39",2014,"critical","ROB","Low",100
"40",2015,"non_critical","ROB","Low",100
"41",2015,"critical","ROB","Low",100
"42",2016,"non_critical","ROB","Low",100
"43",2016,"critical","ROB","Low",100
"44",2017,"non_critical","ROB","Low",100
"45",2017,"critical","ROB","Low",100
"46",2010,"non_critical","MC","Medium",91.2550974173086
"47",2011,"non_critical","MC","Medium",97.7853881278539
