"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",86.5428183053919
"2",2011,"non_critical","MC","Low",95.8904109589041
"3",2011,"critical","MC","Low",95.8904109589041
"4",2012,"non_critical","MC","Low",97.7572859744991
"5",2012,"critical","MC","Low",97.7572859744991
"6",2013,"non_critical","MC","Low",98.8356164383562
"7",2013,"critical","MC","Low",98.8356164383562
"8",2014,"non_critical","MC","Low",98.2990867579909
"9",2014,"critical","MC","Low",98.2990867579909
"10",2015,"non_critical","MC","Low",98.7442922374429
"11",2015,"critical","MC","Low",98.7442922374429
"12",2016,"non_critical","MC","Low",98.0646630236794
"13",2016,"critical","MC","Low",98.0646630236794
"14",2017,"non_critical","MC","Low",96.3217338217338
"15",2017,"critical","MC","Low",96.3217338217338
"16",2010,"non_critical","LOB","Low",93.2034435885818
"17",2011,"non_critical","LOB","Low",98.3561643835616
"18",2011,"critical","LOB","Low",98.3561643835616
"19",2012,"non_critical","LOB","Low",98.8274134790528
"20",2012,"critical","LOB","Low",98.8274134790528
"21",2013,"non_critical","LOB","Low",99.5205479452055
"22",2013,"critical","LOB","Low",99.5205479452055
"23",2014,"non_critical","LOB","Low",99.0296803652968
"24",2014,"critical","LOB","Low",99.0296803652968
"25",2015,"non_critical","LOB","Low",99.5433789954338
"26",2015,"critical","LOB","Low",99.5433789954338
"27",2016,"non_critical","LOB","Low",98.8615664845173
"28",2016,"critical","LOB","Low",98.8615664845173
"29",2017,"non_critical","LOB","Low",97.9242979242979
"30",2017,"critical","LOB","Low",97.9242979242979
"31",2010,"non_critical","ROB","Low",95.876755777073
"32",2011,"non_critical","ROB","Low",98.9041095890411
"33",2011,"critical","ROB","Low",98.9041095890411
"34",2012,"non_critical","ROB","Low",99.3852459016393
"35",2012,"critical","ROB","Low",99.3852459016393
"36",2013,"non_critical","ROB","Low",99.7831050228311
"37",2013,"critical","ROB","Low",99.7831050228311
"38",2014,"non_critical","ROB","Low",99.3721461187215
"39",2014,"critical","ROB","Low",99.3721461187215
"40",2015,"non_critical","ROB","Low",99.7260273972603
"41",2015,"critical","ROB","Low",99.7260273972603
"42",2016,"non_critical","ROB","Low",99.2486338797814
"43",2016,"critical","ROB","Low",99.2486338797814
"44",2017,"non_critical","ROB","Low",98.8400488400488
"45",2017,"critical","ROB","Low",98.8400488400488
"46",2010,"non_critical","MC","Medium",82.5101948346171
"47",2011,"non_critical","MC","Medium",92.0319634703196
"48",2011,"critical","MC","Medium",92.0319634703196
"49",2012,"non_critical","MC","Medium",96.5619307832423
"50",2012,"critical","MC","Medium",96.5619307832423
"51",2013,"non_critical","MC","Medium",98.1050228310502
"52",2013,"critical","MC","Medium",98.1050228310502
"53",2014,"non_critical","MC","Medium",97.8767123287671
"54",2014,"critical","MC","Medium",97.8767123287671
"55",2015,"non_critical","MC","Medium",98.1963470319635
"56",2015,"critical","MC","Medium",98.1963470319635
"57",2016,"non_critical","MC","Medium",97.1880692167577
"58",2016,"critical","MC","Medium",97.1880692167577
"59",2017,"non_critical","MC","Medium",94.9786324786325
"60",2017,"critical","MC","Medium",94.9786324786325
"61",2010,"non_critical","LOB","Medium",92.161304938831
"62",2011,"non_critical","LOB","Medium",98.0022831050228
"63",2011,"critical","LOB","Medium",98.0022831050228
"64",2012,"non_critical","LOB","Medium",98.5086520947177
"65",2012,"critical","LOB","Medium",98.5086520947177
"66",2013,"non_critical","LOB","Medium",99.3036529680365
"67",2013,"critical","LOB","Medium",99.3036529680365
"68",2014,"non_critical","LOB","Medium",98.7899543378995
"69",2014,"critical","LOB","Medium",98.7899543378995
"70",2015,"non_critical","LOB","Medium",99.2922374429224
"71",2015,"critical","LOB","Medium",99.2922374429224
"72",2016,"non_critical","LOB","Medium",98.6794171220401
"73",2016,"critical","LOB","Medium",98.6794171220401
