"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",0
"2",2011,"non_critical","MC","Low",0
"3",2011,"critical","MC","Low",0
"4",2012,"non_critical","MC","Low",0
"5",2012,"critical","MC","Low",0
"6",2013,"non_critical","MC","Low",0
"7",2013,"critical","MC","Low",0
"8",2014,"non_critical","MC","Low",0
"9",2014,"critical","MC","Low",0
"10",2015,"non_critical","MC","Low",23.5730593607306
"11",2015,"critical","MC","Low",23.5730593607306
"12",2016,"non_critical","MC","Low",2.83469945355191
"13",2016,"critical","MC","Low",2.83469945355191
"14",2017,"non_critical","MC","Low",1.44993894993895
"15",2017,"critical","MC","Low",1.44993894993895
"16",2010,"non_critical","LOB","Low",93.9737199818758
"17",2011,"non_critical","LOB","Low",97.6598173515982
"18",2011,"critical","LOB","Low",97.6598173515982
"19",2012,"non_critical","LOB","Low",99.3169398907104
"20",2012,"critical","LOB","Low",99.3169398907104
"21",2013,"non_critical","LOB","Low",99.7146118721461
"22",2013,"critical","LOB","Low",99.7146118721461
"23",2014,"non_critical","LOB","Low",99.486301369863
"24",2014,"critical","LOB","Low",99.486301369863
"25",2015,"non_critical","LOB","Low",99.7602739726027
"26",2015,"critical","LOB","Low",99.7602739726027
"27",2016,"non_critical","LOB","Low",99.2941712204007
"28",2016,"critical","LOB","Low",99.2941712204007
"29",2017,"non_critical","LOB","Low",98.9163614163614
"30",2017,"critical","LOB","Low",98.9163614163614
"31",2010,"non_critical","ROB","Low",93.2034435885818
"32",2011,"non_critical","ROB","Low",97.1461187214612
"33",2011,"critical","ROB","Low",97.1461187214612
"34",2012,"non_critical","ROB","Low",99.2030965391621
"35",2012,"critical","ROB","Low",99.2030965391621
"36",2013,"non_critical","ROB","Low",99.6461187214612
"37",2013,"critical","ROB","Low",99.6461187214612
"38",2014,"non_critical","ROB","Low",99.4063926940639
"39",2014,"critical","ROB","Low",99.4063926940639
"40",2015,"non_critical","ROB","Low",99.7146118721461
"41",2015,"critical","ROB","Low",99.7146118721461
"42",2016,"non_critical","ROB","Low",99.146174863388
"43",2016,"critical","ROB","Low",99.146174863388
"44",2017,"non_critical","ROB","Low",98.489010989011
"45",2017,"critical","ROB","Low",98.489010989011
"46",2010,"non_critical","MC","Medium",0
"47",2011,"non_critical","MC","Medium",0
"48",2011,"critical","MC","Medium",0
"49",2012,"non_critical","MC","Medium",0
"50",2012,"critical","MC","Medium",0
"51",2013,"non_critical","MC","Medium",0
"52",2013,"critical","MC","Medium",0
"53",2014,"non_critical","MC","Medium",0
